""
"1","CCB news."
"2","Anyone interested in getting paid for Twitter retweets? Retweet this and we will get in touch with you directly."
"3","Just saw CNA's @chaneuimm at the airport. Damn you skinny AF. Lemme order you some rice on the plane baby."
"4","lol you stuck in '15 still? Pls pls file a report against Azly. He'a alrdy out in public. Come we help you: aj@blackwilder.com. LAI!"
"5","You need her powders you mean."
"6","This guy."
"7","Singlish is important, guys."
"8","Ah qua."
"9","Well...that was a bummer. http://ow.ly/ZOty30aQBpF"
"10","What did Chee Soon Juan's colleague said when he left the office?Cheebai."
"11","Please thank Singapore toto everyone."
"12","Eh we influencer sial."
"13","It seems Jesus isn't the only that one that has came back from the dead."
"14","Like a boss. https://observer.news/animals/rhino-demands-belly-rub-cameraman ..."
"15","When your mom is confident that you won't make it far in life."
"16","That feeling when you woke up late but then you can blame it on the train breakdown."
"17","A crush is named as such because she will most likely crush your feelings."
"18","Can't trust a Chinese drink stall. I ordered teh-tarik, they gave me diabetes."
"19","Well that's one way to look at it."
"20","I think this is highly obvious."
"21","What do you think?https://observer.news/singapore/reserved-presidential-election-step-backward/ ..."
"22","Must be the ching chongs.https://observer.news/featured/singapore-is-the-third-largest-trader-in-shark-fin-trade/ ..."
"23","My childcare teacher got detained for radicalism. No wonder my son got home reciting wrong alphabets: A, B, C, D, E, F, G, H, I, J I H A D."
"24","Bad boy lup cheong."
"25","It's all about the monehhh.https://observer.news/singapore/politics-aside-38-oxley-road-opportunity-profit/ ..."
"26","Busted sia.https://observer.news/featured/lee-hsien-yang-almost-caused-lee-wei-ling-evicted-38-oxley-road/ ..."
"27","So cold today in rainy Singapore. In fact, it's colder than Lee Hsien Yang's heart."
"28","When you kena lawyered."
"29","The friend who kena wasn't religious. Suay sial. Friday clubbing, Monday kena arrested for ISIS."
"30","If Halimah Yacob and Tan Cheng Bock were in the Presidential race, who would win?Halimah. Because she fast."
"31","You think?"
"32","SPOILER ALERT: Don't bother reading the bible.The main character dies."
"33","#nyotnyot"
"34","Cb kia"
"35","No need to sponsor lah. When you graduate they will sponsor you employee meals."
"36","Ok tmr i'll support pink dot.https://observer.news/world/10-thailands-beautiful-transwomen/ ..."
"37","Tried the new nasi lemak burger. The french fries were delicious."
"38","Ladies, be careful. https://observer.news/singapore/man-busted-taking-upskirt-video-commuter-circle-line-mrt/ ..."
"39","We wanna report ourselves. $500 a lot sial. Can buy condoms. Give to these #exidfans parents so they don't repeat their mistake."
"40","For the kids perhaps.https://observer.news/featured/nus-student-invents-beer-thats-actually-good-body/ ..."
"41","Good already we never say indomee."
"42","Not our fault."
"43","Lai liao lai liao."
"44","I would, but I hate running."
"45","$22! Sources say need to ask before q-ing due to limited stock."
"46","Joseph Schooling named Sportsman of the Year for the 3rd straight time because there's no other people to award it too lol."
"47","what's the distance from the sun to the moon? @presidentofsg"
"48","Eh bowling pin, why not I regain my refund from you?"
"49","Use @cdgtaxi_sg instead. Cheaper."
"50","Malaysian Royal Police at SEA games.I'm packing my bags to go be a robber.Rob what? Rob her heart."
"51","Priorities bro, priorities."
"52","I just wanna know: got public holiday or not?"
"53","Well, someone has to say it."
"54","Not my sluar dalam."
"55","To all virgins."
"56","@xiaxue you miss him or not? i know you do heh."
"57","Fucking annoying pests: students hogging seats at starbucks."
"58","Seems fishy."
"59","Guess who's moving in...?Heh. #stalkersia Anyone who can guess address, we give you lokok."
"60","Adam Khoo is basically Kong Hee with mindmaps. But gotta give it to him tho. MF is raking in the bling-bling just by bullshitting. #hustler"
"61","Mali kita kakak kau."
"62","Chinese ppl never shower. https://observer.news/featured/water-saving-shower-devices-installed-10000-homes/ ..."
"63","Before I die, I'm going to get my friend into an orgy with 10 ladyboys.It's on his Phuket list."
"64","The UN is a farce. What CAN you/they do? Rohingyas? Syria? You are beating your drums with white papers and reports but deep inside you know you are useless. If SG pulls out of UN, so does our funding."
"65","Doing more work isn't relative to actually making a difference. HRW has a revolving-door policy in hiring former high-level US officials and individuals with questionable background. Irony much? Tell us there's no conflicts of interests?"
"66","Nahh, EU and US is worried because #ASEAN is playing ball with #Putin and #XiJinPing and here you are trying to grasp at straws trying to stay relevant. The balance of power has already changed. What's really happening is you've already lost it."
"67","My friend has just discovered that he's both dyslexic and gay. He's still in Daniel!"
"68","This is open to anyone."
"69","SMRT FEEFBACK is the bestest group."
"70","Mirror mirror on the wall Who's the fairest of them all The mirror sighed and bid goodbye,And said ""not you lah chao cheebye"""
"71","When someone gives you their phone number, it's like them giving you the password to talk to them."
"72","Nobody sings Happy Birthday when we are actually born."
"73","People have sex everywhere in TV shows and movies but never have anything to cleanup with"
"74","My girlfriend left me because of my drink driving. Her funeral is next week."
"75","I will deal with network problems for days before calling my Starhub's tech support, because dealing with them is worse than not having a stable Internet connection."
"76","Did you pay your train fare?"
"77","To this day, when I see ripples in a cup of water, my initial thought is that a dinosaur is coming."
"78","Pinterest founders have become billionaires by convincing women to eat salads out of mason jars"
"79","Exclusive audio recording between victim and suspect leaked. Read more here:"
"80","The sinking of the Titanic must have been a miracle to the lobsters in the kitchen."
"81","If people on a planet 65 million light years away look at earth, they see dinosaurs."
"82","If I throw around large amounts of shredded bread on public property, my proximity to pigeons determines whether or not I'm littering."
"83","How many protestors do you need to change a lightbulb?  Trick question. Protestors don't change anything."
"84","I went up to a girl in the club last night and said, ""That's a nice dress. Do you know what it'd look even better on?""   ""Let me guess,"" she sighed, ""Your bedroom floor?""   ""No,"" I replied, ""A better-looking girl."""
"85","Gotta love the internet."
"86","Little Sally was digging a hole in her backyard when her neighbor asked what she was doing.   ""I'm burying my pet bird"", Sally said.   Her neighbor asked: ""Isn't that an awfully big hole, for such a little bird?""   Sally replied: ""Yeah, except he's inside your fucking cat."""
"87","It's called debate. If @hrw feels their findings are accurate, then come out and prove it. You guys have been fighting to voice out your opinions to a wider audience but when you are given the loudhailer, you decided to hide in a hole. Simi activist are you?"
"88","A Mat in Primary 3, came home from school one day and asked , ""Bapak, today, me and friends had competisen,  who's kukubird the biggest, lah. My kukubird bigger than all, lah. Why ah? Because I Melayu, issit? The father sighed and looked at him, ""No, cause you're 18 years old."""
